         Sample#               E               M           <eps>             <m>             C_V        Suscept.
           86300              -8               4        -1.99583        0.998592       0.0333024      0.00426785
           86400              -8               4        -1.99583        0.998594       0.0332639      0.00426292
           86500              -8               4        -1.99584        0.998595       0.0332255        0.004258
           86600              -8               4        -1.99584        0.998597       0.0331872       0.0042531
           86700              -8               4        -1.99585        0.998599        0.033149       0.0042482
           86800              -8               4        -1.99585          0.9986       0.0331109      0.00424331
           86900              -8               4        -1.99586        0.998602       0.0330729      0.00423844
           87000              -8               4        -1.99584        0.998598       0.0332181      0.00424501
           87100              -8               4        -1.99584        0.998599         0.03318      0.00424014
           87200              -8               4        -1.99585        0.998601       0.0331421      0.00423529
           87300              -8               4        -1.99585        0.998603       0.0331042      0.00423045
           87400              -8               4        -1.99586        0.998604       0.0330664      0.00422562
           87500              -8               4        -1.99586        0.998606       0.0330287       0.0042208
           87600              -8               4        -1.99587        0.998607       0.0329911      0.00421599
           87700              -8               4        -1.99587        0.998609       0.0329535      0.00421119
           87800              -8               4        -1.99585        0.998599       0.0330975      0.00425183
           87900              -8               4        -1.99586        0.998601         0.03306        0.004247
           88000              -8               4        -1.99586        0.998602       0.0330225      0.00424219
           88100              -8               4        -1.99587        0.998604       0.0329851      0.00423738
           88200              -8               4        -1.99587        0.998605       0.0329477      0.00423258
           88300              -8               4        -1.99588        0.998607       0.0329105       0.0042278
           88400              -8               4        -1.99588        0.998609       0.0328734      0.00422303
           88500              -8               4        -1.99589         0.99861       0.0328363      0.00421826
           88600              -8               4        -1.99589        0.998612       0.0327993      0.00421351
           88700              -8               4         -1.9959        0.998613       0.0327624      0.00420877
           88800              -8               4         -1.9959        0.998615       0.0327256      0.00420404
           88900              -8               4        -1.99591        0.998616       0.0326888      0.00419932
           89000              -8               4        -1.99591        0.998618       0.0326522      0.00419461
           89100              -8               4        -1.99591         0.99862       0.0326156      0.00418991
           89200              -8               4        -1.99592        0.998621       0.0325791      0.00418522
           89300              -8               4        -1.99592        0.998623       0.0325427      0.00418054
           89400              -8               4        -1.99593        0.998624       0.0325064      0.00417587
           89500              -8               4        -1.99593        0.998626       0.0324701      0.00417122
           89600              -8               4        -1.99594        0.998627        0.032434      0.00416657
           89700              -8              -4         -1.9959        0.998618       0.0327532      0.00418411
           89800              -8              -4         -1.9959        0.998619       0.0327168      0.00417946
           89900              -8              -4        -1.99591        0.998621       0.0326805      0.00417481
           90000              -8              -4        -1.99591        0.998622       0.0326442      0.00417018
           90100              -8              -4        -1.99592        0.998624       0.0326081      0.00416556
           90200              -8              -4        -1.99592        0.998625        0.032572      0.00416095
           90300              -8              -4        -1.99592        0.998627        0.032536      0.00415636
           90400              -8              -4        -1.99593        0.998628       0.0325001      0.00415177
           90500              -8              -4        -1.99593         0.99863       0.0324642      0.00414719
           90600              -8              -4        -1.99594        0.998631       0.0324285      0.00414262
           90700              -8              -4        -1.99594        0.998633       0.0323928      0.00413806
           90800              -8              -4        -1.99595        0.998634       0.0323572      0.00413351
           90900              -8              -4        -1.99595        0.998636       0.0323217      0.00412897
           91000              -8              -4        -1.99596        0.998637       0.0322862      0.00412444
           91100              -8              -4        -1.99596        0.998639       0.0322509      0.00411992
           91200              -8              -4        -1.99596         0.99864       0.0322156      0.00411541
           91300              -8              -4        -1.99597        0.998642       0.0321804      0.00411091
           91400              -8              -4        -1.99597        0.998643       0.0321452      0.00410642
           91500              -8              -4        -1.99598        0.998645       0.0321102      0.00410194
           91600              -8              -4        -1.99598        0.998646       0.0320752      0.00409747
           91700              -8              -4        -1.99599        0.998648       0.0320403      0.00409301
           91800              -8              -4        -1.99599        0.998649       0.0320054      0.00408856
           91900              -8              -4          -1.996        0.998651       0.0319707      0.00408412
           92000              -8              -4          -1.996        0.998652        0.031936      0.00407969
           92100              -8              -4          -1.996        0.998654       0.0319014      0.00407527
           92200              -8              -4        -1.99601        0.998655       0.0318669      0.00407086
           92300              -8              -4        -1.99601        0.998657       0.0318324      0.00406645
           92400              -8               4        -1.99595        0.998636       0.0323154      0.00412676
           92500              -8               4        -1.99596        0.998638       0.0322806      0.00412231
           92600              -8               4        -1.99596        0.998639       0.0322458      0.00411786
           92700              -8               4        -1.99597        0.998641       0.0322111      0.00411343
           92800              -8               4        -1.99597        0.998642       0.0321764      0.00410901
           92900              -8               4        -1.99597        0.998644       0.0321418      0.00410459
           93000              -8               4        -1.99598        0.998645       0.0321074      0.00410018
           93100              -8               4        -1.99598        0.998647       0.0320729      0.00409579
           93200              -8               4        -1.99599        0.998648       0.0320386       0.0040914
           93300              -8               4        -1.99599         0.99865       0.0320043      0.00408702
           93400              -8               4          -1.996        0.998651       0.0319701      0.00408266
           93500              -8               4          -1.996        0.998652        0.031936       0.0040783
           93600              -8               4          -1.996        0.998654       0.0319019      0.00407395
           93700              -8               4        -1.99601        0.998655        0.031868      0.00406961
           93800              -8               4        -1.99601        0.998657       0.0318341      0.00406528
           93900              -8               4        -1.99602        0.998658       0.0318002      0.00406096
           94000              -8               4        -1.99602         0.99866       0.0317665      0.00405664
           94100              -8               4        -1.99603        0.998661       0.0317328      0.00405234
           94200              -8               4        -1.99603        0.998662       0.0316992      0.00404805
           94300              -8               4        -1.99603        0.998664       0.0316656      0.00404376
           94400              -8               4        -1.99604        0.998665       0.0316321      0.00403948
           94500              -8               4        -1.99604        0.998667       0.0315987      0.00403522
           94600              -8               4        -1.99605        0.998668       0.0315654      0.00403096
           94700              -8               4        -1.99605        0.998669       0.0315321      0.00402671
           94800              -8               4        -1.99605        0.998671       0.0314989      0.00402247
           94900              -8               4        -1.99606        0.998672       0.0314658      0.00401824
           95000              -8               4        -1.99606        0.998674       0.0314327      0.00401402
           95100              -8               4        -1.99607        0.998675       0.0313998       0.0040098
           95200              -8               4        -1.99607        0.998676       0.0313668       0.0040056
           95300              -8              -4        -1.99605        0.998667       0.0315012      0.00404326
           95400              -8              -4        -1.99606        0.998669       0.0314683      0.00403903
           95500              -8              -4        -1.99606         0.99867       0.0314354      0.00403481
           95600              -8              -4        -1.99607        0.998672       0.0314026       0.0040306
           95700              -8              -4        -1.99607        0.998673       0.0313698      0.00402639
           95800              -8              -4        -1.99608        0.998674       0.0313371       0.0040222
           95900              -8              -4        -1.99608        0.998676       0.0313045      0.00401801
           96000              -8              -4        -1.99608        0.998677        0.031272      0.00401383
           96100              -8               4        -1.99607        0.998668       0.0314053      0.00405118
           96200              -8               4        -1.99607        0.998669       0.0313728      0.00404697
           96300              -8               4        -1.99607        0.998671       0.0313402      0.00404278
           96400              -8               4        -1.99608        0.998672       0.0313078      0.00403859
           96500              -8              -4        -1.99608        0.998674       0.0312754      0.00403441
           96600              -8              -4        -1.99609        0.998675       0.0312431      0.00403024
           96700              -8              -4        -1.99609        0.998676       0.0312109      0.00402608
           96800              -8              -4         -1.9961        0.998678       0.0311787      0.00402193
           96900              -8              -4        -1.99604        0.998664         0.03164      0.00404858
           97000              -8              -4        -1.99604        0.998665       0.0316074      0.00404442
           97100              -8              -4        -1.99605        0.998666       0.0315749      0.00404026
           97200              -8              -4        -1.99605        0.998668       0.0315425      0.00403611
           97300              -8              -4        -1.99605        0.998669       0.0315102      0.00403197
           97400              -8              -4        -1.99606         0.99867       0.0314779      0.00402784
           97500              -8              -4        -1.99606        0.998672       0.0314456      0.00402371
           97600              -8              -4        -1.99607        0.998673       0.0314135       0.0040196
           97700              -8              -4        -1.99607        0.998675       0.0313814      0.00401549
           97800              -8              -4        -1.99607        0.998676       0.0313494      0.00401139
           97900              -8              -4        -1.99608        0.998677       0.0313174       0.0040073
           98000              -8               4        -1.99604        0.998668       0.0316108      0.00402352
           98100              -8               4        -1.99604         0.99867       0.0315786      0.00401943
           98200              -8               4        -1.99605        0.998671       0.0315465      0.00401534
           98300              -8               4        -1.99605        0.998672       0.0315145      0.00401126
           98400              -8               4        -1.99606        0.998674       0.0314825      0.00400719
           98500              -8               4        -1.99606        0.998675       0.0314506      0.00400313
           98600              -8               4        -1.99606        0.998676       0.0314188      0.00399908
           98700              -8               4        -1.99607        0.998678        0.031387      0.00399503
           98800              -8               4        -1.99607        0.998679       0.0313553        0.003991
           98900              -8               4        -1.99608         0.99868       0.0313237      0.00398697
           99000              -8               4        -1.99604        0.998672       0.0316141      0.00400304
           99100              -8               4        -1.99604        0.998673       0.0315822      0.00399901
           99200              -8               4        -1.99605        0.998674       0.0315504      0.00399499
           99300              -8               4        -1.99603        0.998671       0.0316792      0.00400099
           99400              -8               4        -1.99604        0.998672       0.0316474      0.00399697
           99500              -8               4        -1.99604        0.998673       0.0316157      0.00399296
           99600              -8               4        -1.99604        0.998675        0.031584      0.00398896
           99700              -8               4        -1.99605        0.998676       0.0315524      0.00398496
           99800              -8               4        -1.99605        0.998677       0.0315208      0.00398098
           99900              -8               4        -1.99606        0.998679       0.0314893        0.003977
          100000              -8               4        -1.99606         0.99868       0.0314579      0.00397303
